tipo,precio,indice,timestamp,tipo_mercado,indicadores_usados,rsi,adx,votes,sl,tp,ganancia,duracion
compra,1799.34,662,2025-05-06 09:35:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1799.2,663,2025-05-06 09:36:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1799.2)}]",60,25,3,1.0,2.0,-0.13999999999987267,1.0
compra,1798.72,664,2025-05-06 09:37:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1796.84,665,2025-05-06 09:38:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1796.84)}]",60,25,3,1.0,2.0,-1.8800000000001091,1.0
compra,1793.5,671,2025-05-06 09:44:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1794.76,672,2025-05-06 09:45:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1794.76)}]",60,25,3,1.0,2.0,1.259999999999991,1.0
compra,1793.4,673,2025-05-06 09:46:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1794.2,674,2025-05-06 09:47:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1794.2)}]",60,25,3,1.0,2.0,0.7999999999999545,1.0
compra,1795.07,675,2025-05-06 09:48:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1795.7,676,2025-05-06 09:49:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1795.7)}]",60,25,3,1.0,2.0,0.6300000000001091,1.0
compra,1795.33,678,2025-05-06 09:51:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1796.2,679,2025-05-06 09:52:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1796.2)}]",60,25,3,1.0,2.0,0.8700000000001182,1.0
compra,1796.63,680,2025-05-06 09:53:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1797.33,681,2025-05-06 09:54:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1797.33)}]",60,25,3,1.0,2.0,0.6999999999998181,1.0
compra,1798.17,682,2025-05-06 09:55:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1798.1,683,2025-05-06 09:56:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1798.1)}]",60,25,3,1.0,2.0,-0.07000000000016371,1.0
compra,1798.09,684,2025-05-06 09:57:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1797.71,685,2025-05-06 09:58:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1797.71)}]",60,25,3,1.0,2.0,-0.37999999999988177,1.0
compra,1798.0,686,2025-05-06 09:59:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1797.0,687,2025-05-06 10:00:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1797.0)}]",60,25,3,1.0,2.0,-1.0,1.0
compra,1797.2,688,2025-05-06 10:01:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1797.6,689,2025-05-06 10:02:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1797.6)}]",60,25,3,1.0,2.0,0.3999999999998636,1.0
compra,1794.33,698,2025-05-06 10:11:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1793.21,699,2025-05-06 10:12:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1793.21)}]",60,25,3,1.0,2.0,-1.1199999999998909,1.0
compra,1793.91,701,2025-05-06 10:14:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1793.71,702,2025-05-06 10:15:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1793.71)}]",60,25,3,1.0,2.0,-0.20000000000004547,1.0
compra,1795.8,703,2025-05-06 10:16:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1795.77,704,2025-05-06 10:17:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1795.77)}]",60,25,3,1.0,2.0,-0.029999999999972715,1.0
compra,1796.5,705,2025-05-06 10:18:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1796.53,706,2025-05-06 10:19:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1796.53)}]",60,25,3,1.0,2.0,0.029999999999972715,1.0
compra,1797.81,707,2025-05-06 10:20:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1796.81,708,2025-05-06 10:21:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1796.81)}]",60,25,3,1.0,2.0,-1.0,1.0
compra,1796.18,709,2025-05-06 10:22:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1793.09,710,2025-05-06 10:23:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1793.09)}]",60,25,3,1.0,2.0,-3.0900000000001455,1.0
compra,1795.46,714,2025-05-06 10:27:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1794.58,715,2025-05-06 10:28:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1794.58)}]",60,25,3,1.0,2.0,-0.8800000000001091,1.0
compra,1796.33,719,2025-05-06 10:32:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1795.21,720,2025-05-06 10:33:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1795.21)}]",60,25,3,1.0,2.0,-1.1199999999998909,1.0
compra,1796.14,721,2025-05-06 10:34:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1795.78,722,2025-05-06 10:35:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1795.78)}]",60,25,3,1.0,2.0,-0.36000000000012733,1.0
compra,1797.12,723,2025-05-06 10:36:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1797.32,724,2025-05-06 10:37:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1797.32)}]",60,25,3,1.0,2.0,0.20000000000004547,1.0
compra,1791.9,731,2025-05-06 10:44:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1790.38,732,2025-05-06 10:45:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1790.38)}]",60,25,3,1.0,2.0,-1.5199999999999818,1.0
compra,1791.06,733,2025-05-06 10:46:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1790.3,734,2025-05-06 10:47:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1790.3)}]",60,25,3,1.0,2.0,-0.7599999999999909,1.0
compra,1785.22,735,2025-05-06 10:48:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1784.9,740,2025-05-06 10:53:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1784.9)}]",60,25,3,1.0,2.0,-0.31999999999993634,5.0
compra,1785.86,741,2025-05-06 10:54:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1785.48,742,2025-05-06 10:55:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1785.48)}]",60,25,3,1.0,2.0,-0.37999999999988177,1.0
compra,1784.01,743,2025-05-06 10:56:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1787.48,748,2025-05-06 11:01:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1787.48)}]",60,25,3,1.0,2.0,3.4700000000000273,5.0
compra,1786.69,749,2025-05-06 11:02:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1788.91,751,2025-05-06 11:04:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1788.91)}]",60,25,3,1.0,2.0,2.2200000000000273,2.0
compra,1788.89,752,2025-05-06 11:05:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1788.65,753,2025-05-06 11:06:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1788.65)}]",60,25,3,1.0,2.0,-0.2400000000000091,1.0
compra,1788.65,754,2025-05-06 11:07:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1788.0,755,2025-05-06 11:08:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1788.0)}]",60,25,3,1.0,2.0,-0.650000000000091,1.0
compra,1787.92,756,2025-05-06 11:09:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1789.48,757,2025-05-06 11:10:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1789.48)}]",60,25,3,1.0,2.0,1.5599999999999454,1.0
compra,1790.31,758,2025-05-06 11:11:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1789.71,759,2025-05-06 11:12:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1789.71)}]",60,25,3,1.0,2.0,-0.599999999999909,1.0
compra,1789.0,760,2025-05-06 11:13:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1788.41,761,2025-05-06 11:14:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1788.41)}]",60,25,3,1.0,2.0,-0.5899999999999181,1.0
compra,1787.91,762,2025-05-06 11:15:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1788.21,763,2025-05-06 11:16:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1788.21)}]",60,25,3,1.0,2.0,0.2999999999999545,1.0
compra,1787.53,764,2025-05-06 11:17:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1789.3,765,2025-05-06 11:18:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1789.3)}]",60,25,3,1.0,2.0,1.7699999999999818,1.0
compra,1785.87,771,2025-05-06 11:24:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1785.01,772,2025-05-06 11:25:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1785.01)}]",60,25,3,1.0,2.0,-0.8599999999999,1.0
compra,1784.08,773,2025-05-06 11:26:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1783.56,774,2025-05-06 11:27:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1783.56)}]",60,25,3,1.0,2.0,-0.5199999999999818,1.0
compra,1783.83,775,2025-05-06 11:28:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1782.73,776,2025-05-06 11:29:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1782.73)}]",60,25,3,1.0,2.0,-1.099999999999909,1.0
compra,1782.9,777,2025-05-06 11:30:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1775.65,778,2025-05-06 11:31:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1775.65)}]",60,25,3,1.0,2.0,-7.25,1.0
compra,1775.3,779,2025-05-06 11:32:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1773.73,780,2025-05-06 11:33:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1773.73)}]",60,25,3,1.0,2.0,-1.5699999999999363,1.0
compra,1774.42,781,2025-05-06 11:34:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1778.31,784,2025-05-06 11:37:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1778.31)}]",60,25,3,1.0,2.0,3.8899999999998727,3.0
compra,1777.23,785,2025-05-06 11:38:00,desconocido,"['RSI', 'ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1775.6,786,2025-05-06 11:39:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1775.6)}]",60,25,3,1.0,2.0,-1.6300000000001091,1.0
compra,1774.41,787,2025-05-06 11:40:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1772.5,788,2025-05-06 11:41:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1772.5)}]",60,25,3,1.0,2.0,-1.9100000000000819,1.0
compra,1774.23,789,2025-05-06 11:42:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1772.21,794,2025-05-06 11:47:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1772.21)}]",60,25,3,1.0,2.0,-2.019999999999982,5.0
compra,1772.1,795,2025-05-06 11:48:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1768.79,797,2025-05-06 11:50:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1768.79)}]",60,25,3,1.0,2.0,-3.3099999999999454,2.0
compra,1764.54,798,2025-05-06 11:51:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1760.25,800,2025-05-06 11:53:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1760.25)}]",60,25,3,1.0,2.0,-4.289999999999964,2.0
compra,1763.31,801,2025-05-06 11:54:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1768.83,805,2025-05-06 11:58:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1768.83)}]",60,25,3,1.0,2.0,5.519999999999982,4.0
compra,1769.92,806,2025-05-06 11:59:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1768.93,808,2025-05-06 12:01:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1768.93)}]",60,25,3,1.0,2.0,-0.9900000000000091,2.0
compra,1767.31,809,2025-05-06 12:02:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1771.16,812,2025-05-06 12:05:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1771.16)}]",60,25,3,1.0,2.0,3.8500000000001364,3.0
compra,1772.63,813,2025-05-06 12:06:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1771.92,819,2025-05-06 12:12:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1771.92)}]",60,25,3,1.0,2.0,-0.7100000000000364,6.0
compra,1771.42,820,2025-05-06 12:13:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1773.92,822,2025-05-06 12:15:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1773.92)}]",60,25,3,1.0,2.0,2.5,2.0
compra,1771.99,823,2025-05-06 12:16:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1771.61,824,2025-05-06 12:17:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1771.61)}]",60,25,3,1.0,2.0,-0.38000000000010914,1.0
compra,1773.44,825,2025-05-06 12:18:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1773.03,829,2025-05-06 12:22:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1773.03)}]",60,25,3,1.0,2.0,-0.41000000000008185,4.0
compra,1773.73,830,2025-05-06 12:23:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1772.39,831,2025-05-06 12:24:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1772.39)}]",60,25,3,1.0,2.0,-1.3399999999999181,1.0
compra,1774.12,840,2025-05-06 12:33:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1772.19,841,2025-05-06 12:34:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1772.19)}]",60,25,3,1.0,2.0,-1.9299999999998363,1.0
compra,1773.61,846,2025-05-06 12:39:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1772.58,847,2025-05-06 12:40:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1772.58)}]",60,25,3,1.0,2.0,-1.0299999999999727,1.0
compra,1774.21,848,2025-05-06 12:41:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1776.91,850,2025-05-06 12:43:00,desconocido,"['RSI', 'BB_Upper', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1776.91)}]",60,25,3,1.0,2.0,2.7000000000000455,2.0
compra,1775.38,851,2025-05-06 12:44:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1773.01,852,2025-05-06 12:45:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1773.01)}]",60,25,3,1.0,2.0,-2.3700000000001182,1.0
compra,1776.22,854,2025-05-06 12:47:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1775.53,856,2025-05-06 12:49:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1775.53)}]",60,25,3,1.0,2.0,-0.6900000000000546,2.0
compra,1775.21,857,2025-05-06 12:50:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1774.73,860,2025-05-06 12:53:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1774.73)}]",60,25,3,1.0,2.0,-0.4800000000000182,3.0
compra,1776.03,862,2025-05-06 12:55:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1775.96,863,2025-05-06 12:56:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1775.96)}]",60,25,3,1.0,2.0,-0.06999999999993634,1.0
compra,1771.01,871,2025-05-06 13:04:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1769.45,872,2025-05-06 13:05:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1769.45)}]",60,25,3,1.0,2.0,-1.5599999999999454,1.0
compra,1770.05,873,2025-05-06 13:06:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1769.14,874,2025-05-06 13:07:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1769.14)}]",60,25,3,1.0,2.0,-0.9099999999998545,1.0
compra,1766.81,875,2025-05-06 13:08:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1766.59,876,2025-05-06 13:09:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1766.59)}]",60,25,3,1.0,2.0,-0.22000000000002728,1.0
compra,1765.4,877,2025-05-06 13:10:00,desconocido,"['RSI', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1764.51,878,2025-05-06 13:11:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1764.51)}]",60,25,3,1.0,2.0,-0.8900000000001,1.0
compra,1766.61,880,2025-05-06 13:13:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1766.71,881,2025-05-06 13:14:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1766.71)}]",60,25,3,1.0,2.0,0.10000000000013642,1.0
compra,1767.88,882,2025-05-06 13:15:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1767.2,883,2025-05-06 13:16:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1767.2)}]",60,25,3,1.0,2.0,-0.6800000000000637,1.0
compra,1766.2,884,2025-05-06 13:17:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1767.51,885,2025-05-06 13:18:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1767.51)}]",60,25,3,1.0,2.0,1.3099999999999454,1.0
compra,1767.55,886,2025-05-06 13:19:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1766.19,887,2025-05-06 13:20:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1766.19)}]",60,25,3,1.0,2.0,-1.3599999999999,1.0
compra,1764.11,888,2025-05-06 13:21:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1766.17,891,2025-05-06 13:24:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1766.17)}]",60,25,3,1.0,2.0,2.060000000000173,3.0
compra,1766.16,892,2025-05-06 13:25:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1765.43,893,2025-05-06 13:26:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1765.43)}]",60,25,3,1.0,2.0,-0.7300000000000182,1.0
compra,1762.91,894,2025-05-06 13:27:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1762.55,895,2025-05-06 13:28:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1762.55)}]",60,25,3,1.0,2.0,-0.36000000000012733,1.0
compra,1760.1,896,2025-05-06 13:29:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1759.77,897,2025-05-06 13:30:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1759.77)}]",60,25,3,1.0,2.0,-0.32999999999992724,1.0
compra,1763.09,898,2025-05-06 13:31:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1762.17,905,2025-05-06 13:38:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1762.17)}]",60,25,3,1.0,2.0,-0.9199999999998454,7.0
compra,1765.78,906,2025-05-06 13:39:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1769.2,908,2025-05-06 13:41:00,desconocido,"['RSI', 'BB_Upper', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1769.2)}]",60,25,3,1.0,2.0,3.4200000000000728,2.0
