tipo,precio,indice,timestamp,tipo_mercado,indicadores_usados,rsi,adx,votes,sl,tp,ganancia,duracion
compra,1827.49,33,2025-05-05 23:06:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1827.03,34,2025-05-05 23:07:00,desconocido,"[{'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1827.03)}]",60,25,3,1.0,2.0,-0.4600000000000364,1.0
compra,1826.99,35,2025-05-05 23:08:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1826.58,36,2025-05-05 23:09:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1826.58)}]",60,25,3,1.0,2.0,-0.41000000000008185,1.0
compra,1827.71,37,2025-05-05 23:10:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1826.42,38,2025-05-05 23:11:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1826.42)}]",60,25,3,1.0,2.0,-1.2899999999999636,1.0
compra,1828.0,40,2025-05-05 23:13:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1826.52,41,2025-05-05 23:14:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1826.52)}]",60,25,3,1.0,2.0,-1.4800000000000182,1.0
compra,1828.06,43,2025-05-05 23:16:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1828.5,44,2025-05-05 23:17:00,desconocido,"['BB_Upper', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1828.5)}]",60,25,3,1.0,2.0,0.44000000000005457,1.0
compra,1827.6,45,2025-05-05 23:18:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1827.67,46,2025-05-05 23:19:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1827.67)}]",60,25,3,1.0,2.0,0.07000000000016371,1.0
compra,1828.0,47,2025-05-05 23:20:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1828.58,48,2025-05-05 23:21:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1828.58)}]",60,25,3,1.0,2.0,0.5799999999999272,1.0
compra,1828.5,49,2025-05-05 23:22:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1829.97,50,2025-05-05 23:23:00,desconocido,"['RSI', 'ADX', 'BB_Upper', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1829.97)}]",60,25,3,1.0,2.0,1.4700000000000273,1.0
compra,1828.61,51,2025-05-05 23:24:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1827.3,52,2025-05-05 23:25:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1827.3)}]",60,25,3,1.0,2.0,-1.3099999999999454,1.0
compra,1824.99,53,2025-05-05 23:26:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1825.72,54,2025-05-05 23:27:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1825.72)}]",60,25,3,1.0,2.0,0.7300000000000182,1.0
compra,1821.98,67,2025-05-05 23:40:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1822.09,68,2025-05-05 23:41:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1822.09)}]",60,25,3,1.0,2.0,0.10999999999989996,1.0
compra,1822.24,69,2025-05-05 23:42:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1822.4,70,2025-05-05 23:43:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1822.4)}]",60,25,3,1.0,2.0,0.16000000000008185,1.0
compra,1822.46,71,2025-05-05 23:44:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1822.24,72,2025-05-05 23:45:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1822.24)}]",60,25,3,1.0,2.0,-0.22000000000002728,1.0
compra,1822.19,73,2025-05-05 23:46:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1820.77,74,2025-05-05 23:47:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1820.77)}]",60,25,3,1.0,2.0,-1.4200000000000728,1.0
compra,1820.72,75,2025-05-05 23:48:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1819.97,76,2025-05-05 23:49:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1819.97)}]",60,25,3,1.0,2.0,-0.75,1.0
compra,1819.26,77,2025-05-05 23:50:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.4,78,2025-05-05 23:51:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.4)}]",60,25,3,1.0,2.0,-1.8599999999999,1.0
compra,1818.39,79,2025-05-05 23:52:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1819.09,80,2025-05-05 23:53:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1819.09)}]",60,25,3,1.0,2.0,0.6999999999998181,1.0
compra,1818.64,81,2025-05-05 23:54:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1820.33,82,2025-05-05 23:55:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1820.33)}]",60,25,3,1.0,2.0,1.6899999999998272,1.0
compra,1820.46,83,2025-05-05 23:56:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1819.89,84,2025-05-05 23:57:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1819.89)}]",60,25,3,1.0,2.0,-0.5699999999999363,1.0
compra,1819.81,85,2025-05-05 23:58:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1820.19,86,2025-05-05 23:59:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1820.19)}]",60,25,3,1.0,2.0,0.38000000000010914,1.0
compra,1820.39,87,2025-05-06 00:00:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1819.82,88,2025-05-06 00:01:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1819.82)}]",60,25,3,1.0,2.0,-0.5700000000001637,1.0
compra,1818.18,89,2025-05-06 00:02:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.69,90,2025-05-06 00:03:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.69)}]",60,25,3,1.0,2.0,-0.4900000000000091,1.0
compra,1818.17,91,2025-05-06 00:04:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.3,92,2025-05-06 00:05:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.3)}]",60,25,3,1.0,2.0,-0.8700000000001182,1.0
compra,1817.91,93,2025-05-06 00:06:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.8,94,2025-05-06 00:07:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.8)}]",60,25,3,1.0,2.0,-0.11000000000012733,1.0
compra,1818.45,95,2025-05-06 00:08:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.39,96,2025-05-06 00:09:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.39)}]",60,25,3,1.0,2.0,-1.0599999999999454,1.0
compra,1816.99,97,2025-05-06 00:10:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1816.7,98,2025-05-06 00:11:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1816.7)}]",60,25,3,1.0,2.0,-0.2899999999999636,1.0
compra,1816.45,99,2025-05-06 00:12:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1815.92,100,2025-05-06 00:13:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1815.92)}]",60,25,3,1.0,2.0,-0.5299999999999727,1.0
compra,1816.74,101,2025-05-06 00:14:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1816.2,102,2025-05-06 00:15:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1816.2)}]",60,25,3,1.0,2.0,-0.5399999999999636,1.0
compra,1815.57,103,2025-05-06 00:16:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1815.4,104,2025-05-06 00:17:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1815.4)}]",60,25,3,1.0,2.0,-0.16999999999984539,1.0
compra,1814.36,105,2025-05-06 00:18:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1813.9,106,2025-05-06 00:19:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1813.9)}]",60,25,3,1.0,2.0,-0.459999999999809,1.0
compra,1813.58,107,2025-05-06 00:20:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1814.68,108,2025-05-06 00:21:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1814.68)}]",60,25,3,1.0,2.0,1.1000000000001364,1.0
compra,1814.9,109,2025-05-06 00:22:00,desconocido,"['RSI', 'ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1814.65,110,2025-05-06 00:23:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1814.65)}]",60,25,3,1.0,2.0,-0.25,1.0
compra,1815.0,111,2025-05-06 00:24:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1815.7,112,2025-05-06 00:25:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1815.7)}]",60,25,3,1.0,2.0,0.7000000000000455,1.0
compra,1816.41,113,2025-05-06 00:26:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1818.13,114,2025-05-06 00:27:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1818.13)}]",60,25,3,1.0,2.0,1.7200000000000273,1.0
compra,1818.06,115,2025-05-06 00:28:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1818.52,116,2025-05-06 00:29:00,desconocido,"['RSI', 'ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1818.52)}]",60,25,3,1.0,2.0,0.4600000000000364,1.0
compra,1818.26,117,2025-05-06 00:30:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.8,118,2025-05-06 00:31:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.8)}]",60,25,3,1.0,2.0,-0.4600000000000364,1.0
compra,1815.79,119,2025-05-06 00:32:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1816.91,120,2025-05-06 00:33:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1816.91)}]",60,25,3,1.0,2.0,1.1200000000001182,1.0
compra,1816.51,121,2025-05-06 00:34:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1814.9,122,2025-05-06 00:35:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1814.9)}]",60,25,3,1.0,2.0,-1.6099999999999,1.0
compra,1814.5,124,2025-05-06 00:37:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1812.72,125,2025-05-06 00:38:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1812.72)}]",60,25,3,1.0,2.0,-1.7799999999999727,1.0
compra,1813.58,126,2025-05-06 00:39:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1811.97,127,2025-05-06 00:40:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1811.97)}]",60,25,3,1.0,2.0,-1.6099999999999,1.0
compra,1812.49,129,2025-05-06 00:42:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1811.51,130,2025-05-06 00:43:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1811.51)}]",60,25,3,1.0,2.0,-0.9800000000000182,1.0
compra,1812.1,131,2025-05-06 00:44:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1812.88,132,2025-05-06 00:45:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1812.88)}]",60,25,3,1.0,2.0,0.7800000000002001,1.0
compra,1812.86,134,2025-05-06 00:47:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1811.14,135,2025-05-06 00:48:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1811.14)}]",60,25,3,1.0,2.0,-1.7199999999998,1.0
compra,1812.3,136,2025-05-06 00:49:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1812.41,137,2025-05-06 00:50:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1812.41)}]",60,25,3,1.0,2.0,0.11000000000012733,1.0
compra,1811.4,139,2025-05-06 00:52:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1811.29,140,2025-05-06 00:53:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1811.29)}]",60,25,3,1.0,2.0,-0.11000000000012733,1.0
compra,1811.9,141,2025-05-06 00:54:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1813.19,142,2025-05-06 00:55:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1813.19)}]",60,25,3,1.0,2.0,1.2899999999999636,1.0
compra,1813.2,143,2025-05-06 00:56:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1813.2,144,2025-05-06 00:57:00,desconocido,"['ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1813.2)}]",60,25,3,1.0,2.0,0.0,1.0
compra,1813.85,145,2025-05-06 00:58:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1814.19,146,2025-05-06 00:59:00,desconocido,"['ADX', 'BB_Upper', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1814.19)}]",60,25,3,1.0,2.0,0.3400000000001455,1.0
compra,1814.58,147,2025-05-06 01:00:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1815.61,148,2025-05-06 01:01:00,desconocido,"['RSI', 'ADX', 'BB_Upper', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1815.61)}]",60,25,3,1.0,2.0,1.0299999999999727,1.0
compra,1814.1,149,2025-05-06 01:02:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1813.0,150,2025-05-06 01:03:00,desconocido,"['Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1813.0)}]",60,25,3,1.0,2.0,-1.099999999999909,1.0
compra,1814.2,157,2025-05-06 01:10:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1815.81,158,2025-05-06 01:11:00,desconocido,"['RSI', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1815.81)}]",60,25,3,1.0,2.0,1.6099999999999,1.0
compra,1816.03,159,2025-05-06 01:12:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1816.79,160,2025-05-06 01:13:00,desconocido,"['RSI', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1816.79)}]",60,25,3,1.0,2.0,0.7599999999999909,1.0
compra,1816.61,161,2025-05-06 01:14:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.43,162,2025-05-06 01:15:00,desconocido,"['RSI', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1817.43)}]",60,25,3,1.0,2.0,0.8200000000001637,1.0
compra,1818.38,163,2025-05-06 01:16:00,desconocido,"['MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.32,164,2025-05-06 01:17:00,desconocido,"['RSI', 'ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.32)}]",60,25,3,1.0,2.0,-1.0600000000001728,1.0
compra,1818.88,165,2025-05-06 01:18:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.7,166,2025-05-06 01:19:00,desconocido,"['RSI', 'ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.7)}]",60,25,3,1.0,2.0,-1.1800000000000637,1.0
compra,1819.72,167,2025-05-06 01:20:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1819.63,168,2025-05-06 01:21:00,desconocido,"['RSI', 'ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1819.63)}]",60,25,3,1.0,2.0,-0.08999999999991815,1.0
compra,1818.37,169,2025-05-06 01:22:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1820.55,170,2025-05-06 01:23:00,desconocido,"['RSI', 'ADX', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1820.55)}]",60,25,3,1.0,2.0,2.1800000000000637,1.0
compra,1819.13,171,2025-05-06 01:24:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1819.44,172,2025-05-06 01:25:00,desconocido,"['RSI', 'ADX', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1819.44)}]",60,25,3,1.0,2.0,0.30999999999994543,1.0
compra,1819.0,173,2025-05-06 01:26:00,desconocido,"['ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1817.7,174,2025-05-06 01:27:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1817.7)}]",60,25,3,1.0,2.0,-1.2999999999999545,1.0
compra,1813.97,181,2025-05-06 01:34:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1813.35,182,2025-05-06 01:35:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1813.35)}]",60,25,3,1.0,2.0,-0.6200000000001182,1.0
compra,1812.84,183,2025-05-06 01:36:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1813.63,184,2025-05-06 01:37:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1813.63)}]",60,25,3,1.0,2.0,0.790000000000191,1.0
compra,1807.43,185,2025-05-06 01:38:00,desconocido,"['RSI', 'ADX', 'BB_Lower', 'ATR']",40,25,3,1.0,2.0,,
venta,1809.2,187,2025-05-06 01:40:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1809.2)}]",60,25,3,1.0,2.0,1.7699999999999818,2.0
compra,1809.19,188,2025-05-06 01:41:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1809.19,189,2025-05-06 01:42:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1809.19)}]",60,25,3,1.0,2.0,0.0,1.0
compra,1806.48,190,2025-05-06 01:43:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1805.97,191,2025-05-06 01:44:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1805.97)}]",60,25,3,1.0,2.0,-0.5099999999999909,1.0
compra,1805.82,192,2025-05-06 01:45:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1805.4,193,2025-05-06 01:46:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1805.4)}]",60,25,3,1.0,2.0,-0.4199999999998454,1.0
compra,1806.6,194,2025-05-06 01:47:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1805.54,195,2025-05-06 01:48:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1805.54)}]",60,25,3,1.0,2.0,-1.0599999999999454,1.0
compra,1804.9,196,2025-05-06 01:49:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
venta,1806.98,197,2025-05-06 01:50:00,desconocido,"['ADX', 'MACD_hist', {'accion': 'vender', 'motivo': 'take_profit', 'precio_activado': np.float64(1806.98)}]",60,25,3,1.0,2.0,2.0799999999999272,1.0
compra,1807.49,198,2025-05-06 01:51:00,desconocido,"['ADX', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1805.88,199,2025-05-06 01:52:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1805.88)}]",60,25,3,1.0,2.0,-1.6099999999999,1.0
compra,1804.59,200,2025-05-06 01:53:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1804.49,206,2025-05-06 01:59:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1804.49)}]",60,25,3,1.0,2.0,-0.09999999999990905,6.0
compra,1805.57,207,2025-05-06 02:00:00,desconocido,"['ADX', 'MACD_hist', 'Ichimoku_Tenkan', 'ATR']",40,25,3,1.0,2.0,,
venta,1803.78,212,2025-05-06 02:05:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1803.78)}]",60,25,3,1.0,2.0,-1.7899999999999636,5.0
compra,1803.77,213,2025-05-06 02:06:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1802.42,214,2025-05-06 02:07:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1802.42)}]",60,25,3,1.0,2.0,-1.349999999999909,1.0
compra,1803.66,215,2025-05-06 02:08:00,desconocido,"['RSI', 'ADX', 'MACD_hist', 'ATR']",40,25,3,1.0,2.0,,
venta,1803.36,216,2025-05-06 02:09:00,desconocido,"['ADX', 'Ichimoku_Tenkan', {'accion': 'vender', 'motivo': 'stop_loss', 'precio_activado': np.float64(1803.36)}]",60,25,3,1.0,2.0,-0.3000000000001819,1.0
compra,1802.32,217,2025-05-06 02:10:00,desconocido,"['RSI', 'ADX', 'ATR']",40,25,3,1.0,2.0,,
