total_compras,total_ventas,ganancia_total,winrate,profit_factor,max_drawdown,expectancy,avg_duration
401,401,-926.7499999999955,40.89775561097257,0.6908834379565466,1480.4899999999973,-2.3110972568578436,3.2718204488778055
